0.3075864315032959	2490	2160	300	0	0
1.4234299659729004	2490	2187	300	0	0
2.5317776203155518	2490	2215	300	0	0
3.643725633621216	2490	2240	300	0	0
4.766283750534058	2490	2267	300	0	0
5.882375240325928	2490	2321	300	0	0
6.993411064147949	2490	2347	300	0	0
8.10552453994751	2490	2372	300	0	0
9.217320919036865	2490	2396	300	0	0
10.341223239898682	2490	2419	300	0	0
11.466402292251587	2490	2439	300	0	0
12.586013793945312	2490	2463	300	0	0
13.711753606796265	2490	2481	300	0	0
14.827606916427612	2490	2498	300	0	0
15.94374132156372	2490	2535	300	0	0
17.061580896377563	2490	2552	300	0	0
18.174964427947998	2490	2558	300	0	0
19.295210123062134	2490	2557	300	0	0
20.4084632396698	2490	2554	300	0	0
21.525002479553223	2490	2547	300	0	0
22.644479274749756	2490	2534	300	0	0
23.7645001411438	2490	2520	300	0	0
24.88832974433899	2490	2492	300	0	0
26.00789785385132	2490	2473	300	0	0
27.12756061553955	2490	2463	300	0	0
28.246561288833618	2490	2448	300	0	0
29.359687089920044	2490	2441	300	0	0
30.472349643707275	2490	2435	300	0	0
31.586262702941895	2490	2432	300	0	0
32.70096683502197	2490	2435	300	0	0
33.82723689079285	2490	2440	300	0	0
34.9401650428772	2490	2451	300	0	0
36.055742502212524	2490	2462	300	0	0
37.170624017715454	2490	2470	300	0	0
38.27922987937927	2490	2482	300	0	0
39.38690233230591	2490	2488	300	0	0
40.49682688713074	2490	2500	300	0	0
41.620662689208984	2490	2506	300	0	0
42.74392580986023	2490	2514	300	0	0
43.861377239227295	2490	2514	300	0	0
44.982083559036255	2490	2509	300	0	0
46.089184522628784	2490	2504	300	0	0
47.2082417011261	2490	2498	300	0	0
48.32757616043091	2490	2487	300	0	0
49.4404456615448	2490	2473	300	0	0
50.55295991897583	2490	2464	300	0	0
51.665353775024414	2490	2457	300	0	0
52.77908396720886	2490	2450	300	0	0
53.893444776535034	2490	2449	300	0	0
55.0044150352478	2490	2456	300	0	0
56.131537675857544	2490	2464	300	0	0
57.24306559562683	2490	2467	300	0	0
58.34813857078552	2490	2482	300	0	0
59.46426010131836	2490	2490	300	0	0
60.577250957489014	2490	2498	300	0	0
61.68677568435669	2490	2505	300	0	0
62.797494411468506	2490	2515	300	0	0
63.91121530532837	2490	2513	300	0	0
65.02643585205078	2490	2515	300	0	0
66.13996696472168	2490	2507	300	0	0
67.25100564956665	2490	2500	300	0	0
68.36733317375183	2490	2492	300	0	0
69.48144340515137	2490	2484	300	0	0
70.590900182724	2490	2474	300	0	0
71.72113609313965	2490	2466	300	0	0
72.84254908561707	2490	2464	300	0	0
73.96530485153198	2490	2463	300	0	0
75.0759904384613	2490	2462	300	0	0
76.1904411315918	2490	2468	300	0	0
77.30906891822815	2490	2474	300	0	0
78.43936157226562	2490	2481	300	0	0
79.5485577583313	2490	2490	300	0	0
80.66056632995605	2490	2498	300	0	0
81.78020882606506	2490	2504	300	0	0
82.89640784263611	2490	2510	300	0	0
84.02042317390442	2490	2509	300	0	0
85.13822174072266	2490	2507	300	0	0
86.25455594062805	2490	2500	300	0	0
87.37022805213928	2490	2498	300	0	0
88.47847008705139	2490	2488	300	0	0
89.5883116722107	2490	2479	300	0	0
90.70303463935852	2490	2471	300	0	0
91.82534408569336	2490	2462	300	0	0
92.94674277305603	2490	2458	300	0	0
94.0709445476532	2490	2463	300	0	0
95.18351650238037	2490	2465	300	0	0
96.29614639282227	2490	2467	300	0	0
97.41644096374512	2490	2479	300	0	0
98.52911496162415	2490	2484	300	0	0
99.644357919693	2490	2498	300	0	0
100.76934146881104	2490	2503	300	0	0
101.89167618751526	2490	2513	300	0	0
103.00436663627625	2490	2513	300	0	0
104.12070345878601	2490	2507	300	0	0
105.24157285690308	2490	2507	300	0	0
106.34984588623047	2490	2499	300	0	0
107.45673704147339	2490	2491	300	0	0
108.58025860786438	2490	2481	300	0	0
109.69684672355652	2490	2474	300	0	0
110.81493711471558	2490	2471	300	0	0
111.93980550765991	2490	2466	300	0	0
113.0618724822998	2490	2472	300	0	0
114.17906475067139	2490	2473	300	0	0
115.29177451133728	2490	2483	300	0	0
116.40538048744202	2490	2484	300	0	0
117.51596999168396	2490	2495	300	0	0
118.62928557395935	2490	2501	300	0	0
119.74629950523376	2490	2507	300	0	0
120.86393189430237	2490	2509	300	0	0
121.981853723526	2490	2507	300	0	0
123.09687232971191	2490	2502	300	0	0
124.2056303024292	2490	2497	300	0	0
125.32260608673096	2490	2489	300	0	0
126.44160413742065	2490	2481	300	0	0
127.54866218566895	2490	2472	300	0	0
128.66008925437927	2490	2471	300	0	0
129.7782723903656	2490	2466	300	0	0
130.90121173858643	2490	2474	300	0	0
132.0169951915741	2490	2474	300	0	0
133.13337326049805	2490	2483	300	0	0
134.25090956687927	2490	2490	300	0	0
135.36931586265564	2490	2500	300	0	0
136.4837601184845	2490	2506	300	0	0
137.59697365760803	2490	2511	300	0	0
138.71062994003296	2490	2515	300	0	0
139.820965051651	2490	2515	300	0	0
140.93042302131653	2490	2508	300	0	0
142.04301404953003	2490	2500	300	0	0
143.15163660049438	2490	2498	300	0	0
144.26210641860962	2490	2490	300	0	0
145.38002157211304	2490	2479	300	0	0
146.49390268325806	2490	2471	300	0	0
147.60921549797058	2490	2466	300	0	0
148.72450590133667	2490	2464	300	0	0
149.84012007713318	2490	2466	300	0	0
150.9536988735199	2490	2473	300	0	0
152.07200026512146	2490	2484	300	0	0
153.1983344554901	2490	2490	300	0	0
154.32273530960083	2490	2499	300	0	0
155.44163632392883	2490	2506	300	0	0
